episode,reward
201,477.851
202,281.355
203,-58.9357
204,208.146
205,266.451
206,262.947
207,821.119
208,398.037
209,186.153
210,439.891
211,423.143
212,334.175
213,493.406
214,31.0555
215,413.544
216,167.942
217,254.974
218,340.591
219,-478.934
220,439.814
221,171.722
222,-411.097
223,295.954
224,517.39
225,-76.0326
226,411.878
227,182.745
228,303.547
229,405.359
230,82.2541
231,353.808
232,29.8541
233,412.69
234,314.41
235,103.57
236,203.159
237,371.102
238,375.866
239,517.416
240,187.745
241,81.8511
242,222.534
243,-35.5735
244,322.214
245,615.632
246,350.898
247,131.743
248,185.301
249,624.718
250,363.97
251,722.912
252,327.995
253,158.639
254,76.359
255,270.801
256,-338.03
257,366.374
258,214.92
259,252.213
260,532.472
261,429.939
262,313.391
263,339.094
264,379.696
265,294.198
266,49.2936
267,208.689
268,396.86
269,631.636
270,215.463
271,366.493
272,420.058
273,238.634
274,281.831
275,504.466
276,76.5596
277,-351.227
278,-1068.03
279,490.557
280,653.774
281,660.477
282,412.333
283,296.453
284,306.146
285,472.945
286,698.2
287,372.609
288,552.529
289,139.342
290,-315.838
291,112.936
292,11.772
293,184.008
294,300.983
295,504.015
296,214.247
297,291.017
298,183.959
299,524.887
300,445.422
301,150.858
302,-609.403
303,371.96
304,440.763
305,-41.1731
306,87.7679
307,53.791
308,-122.695
309,408.528
310,389.458
311,755.238
312,214.279
313,312.395
314,124.02
315,327.964
316,161.284
317,254.131
318,-403.775
319,372.25
320,97.4564
321,379.734
322,427.552
323,306.252
324,-112.461
325,363.125
326,324.743
327,-164.562
328,183.47
329,149.995
330,-284.805
331,223.53
332,-120.109
333,-55.5745
334,461.775
335,42.2171
336,283.947
337,158.592
338,155.749
339,931.661
340,220.488
341,385.31
342,610.217
343,168.982
344,-375.191
345,143.391
346,50.4353
347,596.772
348,-53.133
349,684.944
350,56.8627
351,371.11
352,621.933
353,232.309
354,386.001
355,14.3141
356,461.601
357,268.407
358,353.757
359,-59.1333
360,325.323
361,314.329
362,123.99
363,-1031.51
364,456.496
365,-180.014
366,218.982
367,-40.6268
368,304.632
369,61.8503
370,-98.0115
371,259.039
372,-15.1006
373,110.794
374,-283.805
375,-531.934
376,16.0291
377,88.6629
378,116.456
379,343.067
380,461.221
381,-167.276
382,-1201.73
383,159.277
384,120.059
385,429.476
386,143.937
387,787.836
388,-216.724
389,565.316
390,-481.073
391,273.186
392,324.498
393,371.288
394,108.68
395,-77.3836
396,133.065
397,16.5501
398,298.067
399,437.059
400,-462.997
401,857.944
402,325.918
403,-604.561
404,341.224
405,-105.157
406,-3.58673
407,325.231
408,314.315
409,122.29
410,52.3664
411,56.6508
412,475.543
413,150.222
414,191.673
415,296.421
416,290.527
417,347.368
418,116.661
419,107.518
420,95.4742
421,212.842
422,173.311
423,324.384
424,136.485
425,-128.421
426,205.686
427,350.713
428,-46.9217
429,394.947
430,971.238
431,380.617
432,442.507
433,450.442
434,102.726
435,-613.231
436,1019.6
437,-106.326
438,903.107
439,447.772
440,526.772
441,209.441
442,211.151
443,26.6803
444,-136.12
445,303.595
446,239.631
447,230.957
448,379.085
449,237.072
450,280.411
451,208.513
452,857.478
453,221.777
454,362.35
455,351.999
456,425.959
457,275.603
458,-621.869
459,90.6081
460,-26.9444
461,-124.097
462,790.478
463,769.82
464,273.199
465,271.739
466,181.743
467,-173.923
468,66.047
469,173.546
470,398.286
471,509.518
472,710.637
473,179.873
474,302.413
475,410.638
476,-24.0471
477,50.7899
478,78.5154
479,845.341
480,543.987
481,550.284
482,356.877
483,308.579
484,-53.4912
485,565.767
486,-11.8665
487,-229.001
488,224.05
489,134.03
490,-451.558
491,49.7617
492,-2.50656
493,529.357
494,144.525
495,566.863
496,277.781
497,745.038
498,298.327
499,-483.919
500,142.482
501,98.7047
502,-2.65956
503,240.847
504,252.793
505,459.068
506,245.756
507,86.6216
508,37.4418
509,414.534
510,487.157
511,364.087
512,1213.15
513,327.251
514,438.657
515,296.463
516,219.275
517,-505.885
518,467.2
519,205.865
520,407.656
521,-294.776
522,224.523
523,263.66
524,456.917
525,39.6205
526,498.578
527,86.6135
528,295.737
529,401.936
530,215.327
531,418.082
532,-182.01
533,506.404
534,744.019
535,450.377
536,241.284
537,-802.668
538,241.383
539,324.043
540,817.497
541,544.876
542,448.483
543,927.028
544,98.2812
545,-24.123
546,1.62999
547,1185.37
548,586.661
549,133.685
550,406.478
551,499.406
552,25.1655
553,451.046
554,530.721
555,663.361
556,145.449
557,345.798
558,676.164
559,395.1
560,134.867
561,622.725
562,932.481
563,-74.1807
564,-2.38002
565,729.23
566,659.078
567,357.081
568,24.4145
569,81.3026
570,-185.677
571,952.616
572,232.905
573,-522.946
574,244.947
575,445.416
576,-206.585
577,183.049
578,316.957
579,-88.3948
580,435.659
581,226.602
582,191.885
583,391.598
584,71.515
585,129.615
586,499.322
587,188.449
588,483.648
589,764.8
590,282.349
591,204.674
592,-157.699
593,132.635
594,357.466
595,1100.11
596,387.996
597,144.192
598,115.912
599,594.933
600,286.299
601,330.967
602,663.674
603,964.698
604,807.453
605,780.971
606,219.378
607,327.956
608,299.727
609,739.944
610,458.942
611,-547.074
612,321.07
613,442.812
614,301.048
615,172.519
616,308.599
617,228.207
618,287.167
619,181.213
620,-122.055
621,364.476
622,295.368
623,393.337
624,329.88
625,-530.044
626,93.9521
627,-166.373
628,44.976
629,235.569
630,-444.441
631,276.517
632,-221.483
633,50.9991
634,285.885
635,234.106
636,82.0782
637,973.262
638,-69.0235
639,37.4074
640,309.606
641,84.8028
642,524.428
643,188.464
644,388.731
645,388.514
646,111.599
647,508.86
648,242.349
649,233.203
650,48.9675
651,538.629
652,270.005
653,333.773
654,162.786
655,64.6136
656,399.638
657,253.107
658,466.645
659,509.615
660,76.9728
661,244.928
662,324.077
663,76.9643
664,437.756
665,19.144
666,-37.5014
667,405.994
668,692.25
669,914.497
670,382.508
671,777.84
672,347.179
673,-13.7322
674,235.469
675,93.6935
676,452.728
677,394.063
678,1051.97
679,151.597
680,533.476
681,396.099
682,982.979
683,378.086
684,406.672
685,475.517
686,369.578
687,-506.32
688,294.163
689,166.085
690,141.686
691,122.912
692,-270.765
693,555.614
694,432.852
695,-237.844
696,95.0753
697,-138.423
698,370.135
699,428.054
700,598.909
701,357.736
702,454.498
703,808.737
704,27.914
705,-76.7993
706,-398.953
707,304.501
708,298.548
709,-209.994
710,608.234
711,221.316
712,498.645
713,26.5591
714,-174.809
715,197.404
716,888.675
717,506.168
718,1165.98
719,498.355
720,349.132
721,132.578
722,328.754
723,121.112
724,-448.759
725,1264.49
726,202.87
727,733.719
728,24.5357
729,588.781
730,871.719
731,407.212
732,273.472
733,698.764
734,451.183
735,304.033
736,228.692
737,562.465
738,1065.12
739,295.922
740,333.809
741,1044.49
742,198.483
743,315.046
744,411.217
745,-105.043
746,-54.2386
747,426.065
748,690.235
749,305.248
750,232.742
751,241.913
752,916.567
753,782.747
754,326.702
755,861.104
756,73.6684
757,120.127
758,122.828
759,294.076
760,228.051
761,-83.6677
762,-324.156
763,707.093
764,110.689
765,838.184
766,27.4467
767,300.982
768,377.231
769,215.026
770,-214.384
771,250.895
772,316.914
773,634.896
774,139.86
775,284.12
776,225.273
777,75.4585
778,892.92
779,775.166
780,299.638
781,1146.92
782,-20.6453
783,645.985
784,350.092
785,615.741
786,-119.272
787,940.994
788,-94.3338
789,338.353
790,580.336
791,270.381
792,255.269
793,887.945
794,969.753
795,283.483
796,133.447
797,674.88
798,99.4823
799,119.017
800,213.431
801,441.11
802,397.379
803,199.261
804,113.313
805,640.466
806,136.485
807,405.878
808,900.054
809,-18.7041
810,715.707
811,445.059
812,719.203
813,102.285
814,950.648
815,-79.3263
816,225.189
817,75.8523
818,480.021
819,272.82
820,376.149
821,1093.07
822,777.876
823,239.795
824,327.459
825,501.823
826,243.66
827,-52.9212
828,478.107
829,199.467
830,525.722
831,464.817
832,125.348
833,254.65
834,191.553
835,264.017
836,118.767
837,272.018
838,756.859
839,514.837
840,278.078
841,289.476
842,10.1287
843,901.135
844,-278.522
845,336.571
846,65.2897
847,230.48
848,310.84
849,378.474
850,-148.765
851,258.746
852,-807.559
853,695.021
854,350.033
855,367.139
856,231.686
857,285.206
858,283.57
859,100.759
860,80.5105
861,151.435
862,705.831
863,531.252
864,567.538
865,170.711
866,299.177
867,-226.417
868,278.088
869,326.983
870,-71.4568
871,681.898
872,35.9364
873,345.123
874,268.228
875,511.33
876,122.419
877,130.04
878,1061.22
879,430.894
880,429.436
881,249.344
882,219.408
883,272.632
884,319.155
885,-230.836
886,408.942
887,-37.2556
888,-7.46127
889,594.443
890,583.08
891,528.719
892,191.656
893,449.482
894,289.087
895,-290.617
896,492.511
897,284.979
898,368.454
899,268.02
900,-41.414
901,215.633
902,853.147
903,322.01
904,564.336
905,380.169
906,124.109
907,-936.974
908,192.623
909,546.982
910,926.491
911,39.5651
912,65.3426
913,222.776
914,279.68
915,553.096
916,349.684
917,472.439
918,335.143
919,361.952
920,-12.4662
921,144.782
922,695.316
923,201.616
924,404.701
925,583.047
926,830.406
927,-508.128
928,-552.932
929,409.466
930,480.518
931,434.591
932,377.464
933,686.702
934,263.552
935,102.943
936,773.092
937,540.619
938,313.944
939,-14.4503
940,787.703
941,417.279
942,378.461
943,391.699
944,995.779
945,162.137
946,298.285
947,341.85
948,150.576
949,582.365
950,472.022
951,187.036
952,249.283
953,1060.74
954,56.7847
955,-26.0222
956,975.409
957,444.153
958,140.872
959,731.102
960,147.513
961,182.6
962,314.967
963,351.927
964,971.775
965,78.8111
966,446.21
967,559.145
968,1117.83
969,436.055
970,811.688
971,1.49591
972,315.915
973,477.924
974,-77.2322
975,224.118
976,658.417
977,436.391
978,516.382
979,177.559
980,434.343
981,-301.159
982,366.321
983,458.882
984,355.882
985,331.408
986,114.163
987,471.26
988,393.975
989,377.4
990,405.843
991,614.077
992,337.563
993,275.907
994,513.867
995,292.756
996,-176.405
997,265.102
998,229.163
999,487.566
1000,457.002
1001,736.484
1002,829.47
1003,374.244
1004,509.641
1005,1105.42
1006,-289.543
1007,688.893
1008,100.732
1009,266.177
1010,391.516
1011,726.359
1012,185.113
1013,491.806
1014,-64.4115
1015,174.364
1016,772.693
1017,293.718
1018,114.659
1019,174.631
1020,356.761
1021,286.609
1022,62.4827
1023,956.275
1024,572.376
1025,-794.674
1026,797.163
1027,-74.995
1028,279.047
1029,572.895
1030,401.798
1031,382.983
1032,98.1523
1033,726.349
1034,513.116
1035,256.454
1036,784.879
1037,262.386
1038,-106.102
1039,190.826
1040,810.028
1041,317.749
1042,757.415
1043,-19.961
1044,1013.35
1045,575.079
1046,176.615
1047,52.9869
1048,356.662
1049,150.047
1050,-353.505
1051,153.465
1052,209.768
1053,836.813
1054,160.397
1055,99.0842
1056,212.195
1057,727.575
1058,16.5473
1059,267.266
1060,147.901
1061,185.712
1062,212.167
1063,195.524
1064,1063.47
1065,975.695
1066,473.37
1067,86.4648
1068,222.248
1069,237.535
1070,276.354
1071,663.811
1072,97.3669
1073,305.043
1074,846.084
1075,522.625
1076,713.141
1077,731.501
1078,110.911
1079,201.139
1080,242.627
1081,88.197
1082,290.736
1083,693.367
1084,263.218
1085,-1545.39
1086,111.241
1087,875.775
1088,-57.9618
1089,386.91
1090,541.34
1091,276.583
1092,457.938
1093,206.998
1094,223.338
1095,315.673
1096,-483.317
1097,615.676
1098,215.723
1099,1177.03
1100,366.376
1101,461.562
1102,340.35
1103,1139.11
1104,848.716
1105,170.163
1106,773.313
1107,1184.14
1108,449.589
1109,691.728
1110,330.75
1111,240.288
1112,415.029
1113,395.381
1114,217.532
1115,1106.27
1116,107.566
1117,399.87
1118,351.282
1119,-152.704
1120,-15.0717
1121,426.028
1122,78.6907
1123,-137.512
1124,25.7365
1125,990.935
1126,363.368
1127,-432.677
1128,533.704
1129,286.828
1130,686.638
1131,447.481
1132,521.499
1133,186.655
1134,-51.1965
1135,1022.45
1136,825.285
1137,393.382
1138,312.652
1139,490.826
1140,305.41
1141,317.667
1142,204.394
1143,422.826
1144,165.952
1145,115.101
1146,62.2872
1147,249.637
1148,18.6551
1149,203.661
1150,760.102
1151,333.716
1152,856.267
1153,278.87
1154,108.012
1155,416.009
1156,335.457
1157,285.054
1158,-244.18
1159,615.012
1160,51.4411
1161,-638.256
1162,265.328
1163,233.834
1164,228.038
1165,593.223
1166,-1577.77
1167,-1.83749
1168,764.889
1169,302.327
1170,455.206
1171,659.578
1172,425.575
1173,-325.333
1174,162.351
1175,475.868
1176,578.076
1177,-17.5886
1178,237.197
1179,20.6577
1180,404.072
1181,519.891
1182,634.64
1183,552.831
1184,575.135
1185,405.666
1186,447.283
1187,217.116
1188,155.798
1189,527.897
1190,235.857
1191,837.68
1192,746.869
1193,390.065
1194,49.4631
1195,812.373
1196,441.512
1197,85.1569
1198,133.104
1199,874.056
1200,541.03
1201,491.59
1202,423.863
1203,801.56
1204,142.362
1205,77.506
1206,379.43
1207,396.856
1208,360.39
1209,1146.39
1210,480.915
1211,1012.38
1212,-3.10332
1213,352.825
1214,712.122
1215,-75.6751
1216,333.793
1217,213.871
1218,136.983
1219,388.204
1220,438.788
1221,423.25
1222,88.2988
1223,94.4001
1224,1108.43
1225,593.609
1226,81.1354
1227,293.733
1228,149.007
1229,190.034
1230,216.817
1231,367.244
1232,62.9913
1233,887.848
1234,777.795
1235,729.868
1236,362.001
1237,319.537
1238,264.717
1239,291.18
1240,453.954
1241,475.731
1242,182.723
1243,210.939
1244,244.15
1245,863.224
1246,290.24
1247,512.34
1248,-429.537
1249,241.471
1250,434.423
1251,309.875
1252,393.276
1253,81.6925
1254,164.539
1255,405.116
1256,496.761
1257,273.795
1258,224.182
1259,420.089
1260,345.403
1261,155.87
1262,262.017
1263,357.056
1264,129.592
1265,443.645
1266,1186.25
1267,262.53
1268,348.889
1269,548.485
1270,338.946
1271,346.072
1272,-207.372
1273,282.872
1274,454.561
1275,380.446
1276,103.63
1277,-54.622
1278,277.087
1279,-771.176
1280,-312.355
1281,260.258
1282,384.466
1283,399.295
1284,348.453
1285,300.777
1286,190.893
1287,320.963
1288,517.32
1289,306.561
1290,437.637
1291,716.052
1292,404.256
1293,459.677
1294,387.616
1295,275.392
1296,542.829
1297,464.321
1298,423.421
1299,1072.79
1300,517.096
1301,704.022
1302,312.018
1303,103.213
1304,448.601
1305,76.0367
1306,830.303
1307,565.222
1308,694.515
1309,399.386
1310,212.478
1311,322.535
1312,-308.236
1313,-401.165
1314,115.163
1315,100.059
1316,-456.465
1317,766.606
1318,348.296
1319,123.642
1320,459.041
1321,848.889
1322,530.73
1323,1290.94
1324,680.17
1325,938.948
1326,649.441
1327,472.034
1328,259.224
1329,605.032
1330,302.84
1331,634.5
1332,411.724
1333,880.612
1334,1167.51
1335,318.321
1336,141.954
1337,90.6457
1338,668.06
1339,195.447
1340,665.192
1341,9.97952
1342,-240.676
1343,252.394
1344,890.802
1345,72.0644
1346,693.809
1347,252.123
1348,720.965
1349,356.008
1350,170.76
1351,110.425
1352,253.391
1353,413.881
1354,230.213
1355,289.323
1356,272.575
1357,111.547
1358,173.133
1359,42.1375
1360,364.658
1361,133.527
1362,105.771
1363,237.108
1364,452.249
1365,-354.962
1366,32.3698
1367,208.045
1368,140.996
1369,194.476
1370,539.836
1371,253.813
1372,792.553
1373,1317.02
1374,856.143
1375,207.023
1376,721.309
1377,174.608
1378,525.512
1379,394.895
1380,213.532
1381,383.616
1382,137.655
1383,394.151
1384,368.897
1385,113.826
1386,978.979
1387,220.309
1388,317.126
1389,173.467
1390,211.335
1391,883.076
1392,162.147
1393,837.758
1394,245.924
1395,232.241
1396,400.197
1397,480.739
1398,415.038
1399,786.042
1400,524.35
1401,1381.31
1402,324.513
1403,294.283
1404,-88.8192
1405,404.385
1406,120.681
1407,-15.7272
1408,259.921
1409,429.819
1410,257.703
1411,431.287
1412,87.586
1413,741.205
1414,375.106
1415,-38.9008
1416,302.508
1417,578.163
1418,336.413
1419,446.626
1420,283.765
1421,565.943
1422,449.274
1423,264.702
1424,301.313
1425,930.271
1426,279.672
1427,460.425
1428,788.079
1429,138.226
1430,37.3203
1431,938.146
1432,1200.03
1433,-1254.75
1434,1097.67
1435,407.464
1436,813.039
1437,278.065
1438,225.851
1439,678.278
1440,-245.126
1441,557.604
1442,-34.6514
1443,755.21
1444,975.67
1445,351.331
1446,517.916
1447,48.8019
1448,-96.2335
1449,361.931
1450,421.026
1451,680.258
1452,160.881
1453,431.58
1454,441.235
1455,-144.693
1456,692.321
1457,778.266
1458,271.282
1459,12.56
1460,339.853
1461,263.402
1462,301.933
1463,-684.96
1464,1001.91
1465,1070.84
1466,886.44
1467,183.781
1468,698.588
1469,586.721
1470,342.312
1471,95.238
1472,450.566
1473,880.765
1474,-105.593
1475,749.601
1476,935.186
1477,513.128
1478,384.726
1479,304.707
1480,1044.85
1481,822.319
1482,225.028
1483,274.222
1484,194.973
1485,217.907
1486,149.592
1487,364.719
1488,688.154
1489,33.5614
1490,789.675
1491,175.717
1492,228.417
1493,393.076
1494,491.488
1495,37.5406
1496,352.552
1497,-50.8214
1498,-524.083
1499,368.304
1500,229.098
1501,-2.63774
1502,-311.433
1503,805.624
1504,181.688
1505,522.535
1506,305.004
1507,244.175
1508,759.637
1509,312.635
1510,256.898
1511,598.824
1512,1190.81
1513,306.829
1514,778.121
1515,561.122
1516,-71.2122
1517,1140.92
1518,188.557
1519,285.391
1520,1022.39
1521,221.265
1522,561.238
1523,321.23
1524,902.979
1525,212.193
1526,203.311
1527,425.701
1528,505.997
1529,237.548
1530,336.614
1531,209.091
1532,572.159
1533,1158.65
1534,19.966
1535,393.074
1536,212.356
1537,1105.69
1538,106.473
1539,304.963
1540,867.833
1541,161.691
1542,939.171
1543,243.07
1544,476.931
1545,1197.03
1546,72.3764
1547,362.574
1548,9.62421
1549,301.215
1550,455.009
1551,903.539
1552,320.541
1553,473.103
1554,367.79
1555,297.91
1556,237.387
1557,393.32
1558,506.242
1559,1140.55
1560,10.2194
1561,-25.5167
1562,351.437
1563,861.859
1564,270.004
1565,236.506
1566,933.393
1567,318.464
1568,393.782
1569,156.282
1570,589.627
1571,107.021
1572,1071.37
1573,242.707
1574,749.341
1575,186.161
1576,700.21
1577,265.183
1578,377.049
1579,257.48
1580,733.431
1581,349.617
1582,462.548
1583,708.089
1584,930.788
1585,142.189
1586,339.663
1587,628.961
1588,286.907
1589,328.765
1590,514.374
1591,841.947
1592,267.355
1593,598.941
1594,450.993
1595,30.5296
1596,7.46112
1597,355.307
1598,583.896
1599,5.21407
1600,282.671
1601,96.493
1602,785.33
1603,483.412
1604,1180.35
1605,434.723
1606,868.585
1607,262.682
1608,395.401
1609,1112.97
1610,446.447
1611,640.73
1612,627.999
1613,592.89
1614,792.256
1615,146.272
1616,-375.537
1617,423.59
1618,222.362
1619,608.827
1620,232.449
1621,939.531
1622,228.982
1623,369.228
1624,247.652
1625,274.667
1626,481.282
1627,183.255
1628,817.288
1629,535.123
1630,356.784
1631,32.5218
1632,413.905
1633,281.494
1634,137.661
1635,404.21
1636,976.02
1637,251.957
1638,580.454
1639,-643.532
1640,-531.455
1641,895.372
1642,550.15
1643,959.995
1644,418.881
1645,368.677
1646,451.758
1647,-49.5647
1648,943.805
1649,797.818
1650,384.336
1651,410.753
1652,717.277
1653,335.277
1654,52.6705
1655,41.1348
1656,905.98
1657,570.127
1658,947.16
1659,818.715
1660,685.992
1661,603.44
1662,222.959
1663,-489.118
1664,783.146
1665,296.079
1666,387.635
1667,390.178
1668,-198.168
1669,439.751
1670,739.612
1671,736.189
1672,760.668
1673,299.716
1674,373.649
1675,396.438
1676,162.644
1677,1049.12
1678,292.952
1679,220.966
1680,632.7
1681,10.0248
1682,523.519
1683,301.124
1684,232.716
1685,392.743
1686,46.9179
1687,683.755
1688,-86.8089
1689,-290.457
1690,522.144
1691,520.557
1692,870.96
1693,425.992
1694,1002.14
1695,49.8335
1696,-429.203
1697,384.715
1698,544.133
1699,386.248
1700,931.439
1701,653.075
1702,591.607
1703,1248.86
1704,625.697
1705,591.2
1706,1122.41
1707,215.611
1708,149.149
1709,-72.2959
1710,685.689
1711,163.441
1712,1077.74
1713,430.742
1714,1121.71
1715,257.309
1716,208.794
1717,525.747
1718,390.982
1719,557.799
1720,261.451
1721,253.138
1722,762.471
1723,836.782
1724,583.485
1725,143.941
1726,287.959
1727,661.466
1728,484.329
1729,415.141
1730,386.92
1731,364.572
1732,638.533
1733,750.049
1734,-57.4453
1735,708.762
1736,409.805
1737,219.547
1738,695.797
1739,145.688
1740,317.114
1741,534.275
1742,174.883
1743,869.869
1744,404.602
1745,886.783
1746,235.646
1747,263.845
1748,896.768
1749,929.766
1750,210.144
1751,-20.9662
1752,382.699
1753,-38.7546
1754,165.569
1755,838.871
1756,515.706
1757,297.889
1758,-154.767
1759,307.213
1760,1110.01
1761,653.321
1762,374.514
1763,340.998
1764,370.128
1765,597.303
1766,807.841
1767,245.704
1768,314.34
1769,940.068
1770,298.786
1771,493.414
1772,167.013
1773,239.691
1774,647.776
1775,660.71
1776,219.831
1777,316.419
1778,410.13
1779,992.416
1780,44.5991
1781,328.071
1782,-67.1065
1783,-252.949
1784,316.482
1785,144.029
1786,738.679
1787,921.482
1788,990.095
1789,982.068
1790,550.719
1791,297.021
1792,640.716
1793,709.132
1794,-52.2071
1795,308.486
1796,392.755
1797,1017.44
1798,410.466
1799,296.269
1800,-328.725
1801,163.825
1802,346.264
1803,359.292
1804,267.781
1805,1280.16
1806,91.7776
1807,294.734
1808,804.559
1809,474.03
1810,818.452
1811,217.209
1812,914.554
1813,315.367
1814,586.107
1815,616.506
1816,560.94
1817,927.42
1818,219.699
1819,192.981
1820,191.514
1821,287.102
1822,298.483
1823,782.659
1824,361.593
1825,49.4283
1826,441.11
1827,289.707
1828,526.813
1829,161.004
1830,527.124
1831,-40.1336
1832,759.667
1833,228.624
1834,61.7223
1835,-103.754
1836,-219.257
1837,-257.737
1838,730.933
1839,315.583
1840,75.8505
1841,264.575
1842,421.925
1843,789.111
1844,-177.148
1845,355.64
1846,219.618
1847,1162.91
1848,374.181
1849,360.408
1850,752.229
1851,33.526
1852,262.927
1853,381.6
1854,511.483
1855,87.6993
1856,335.951
1857,352.399
1858,106.354
1859,385.64
1860,631.382
1861,502.196
1862,-32.5343
1863,1139.47
1864,228.782
1865,568.18
1866,1081.32
1867,504.734
1868,667.814
1869,-763.744
1870,1002.25
1871,950.627
1872,104.91
1873,811.595
1874,982.63
1875,386.648
1876,402.544
1877,258.555
1878,453.163
1879,914.388
1880,536.454
1881,440.899
1882,499.483
1883,554.231
1884,1182.26
1885,144.22
1886,887.398
1887,531.137
1888,173.147
1889,-0.141418
1890,-62.3818
1891,420.144
1892,878.77
1893,938.799
1894,-43.9401
1895,323.133
1896,377.519
1897,402.476
1898,622.426
1899,416.482
1900,367.719
1901,114.241
1902,45.0937
1903,381.781
1904,352.401
1905,513.801
1906,1059.11
1907,1041.51
1908,77.1078
1909,-125.528
1910,1097.1
1911,1077.32
1912,325.594
1913,229.94
1914,1185.72
1915,741.344
1916,170.434
1917,178.322
1918,120.128
1919,324.645
1920,347.16
1921,927.869
1922,338.229
1923,613.532
1924,476.261
1925,257.77
1926,566.3
1927,260.676
1928,963.419
1929,404.437
1930,911.303
1931,526.383
1932,701.355
1933,-2.26065
1934,-7.49837
1935,188.956
1936,398.603
1937,756.701
1938,189.324
1939,940.943
1940,-317.294
1941,865.513
1942,-472.278
1943,277.685
1944,565.171
1945,721.778
1946,-414.743
1947,449.74
1948,551.434
1949,821.357
1950,332.872
1951,353.176
1952,-455.219
1953,971.086
1954,342.364
1955,722.097
1956,128.004
1957,441.156
1958,-21.3388
1959,399.463
1960,651.304
1961,102.045
1962,1165.54
1963,349.346
1964,-340.497
1965,256.491
1966,812.504
1967,799.155
1968,335.234
1969,-144.851
1970,571.086
1971,314.437
1972,761.982
1973,1151.21
1974,900.715
1975,749.784
1976,236.804
1977,761.998
1978,150.034
1979,616.961
1980,196.795
1981,301.468
1982,240.476
1983,482.813
1984,590.501
1985,216.637
1986,950.394
1987,1058.81
1988,902.241
1989,696.086
1990,1123.59
1991,1004.34
1992,278.54
1993,-53.9799
1994,411.897
1995,717.586
1996,212.016
1997,-180.389
1998,415.521
1999,688.789
2000,481.916
2001,450.273
2002,133.988
2003,265.868
2004,120.463
2005,1052.03
2006,469.509
2007,698.531
2008,386.674
2009,488.297
2010,895.945
2011,974.78
2012,114.536
2013,44.3721
2014,283.025
2015,152.73
2016,1109.52
2017,398.32
2018,898.788
2019,230.398
2020,513.462
2021,391.514
2022,-13.6048
2023,713.883
2024,500.016
2025,313.389
2026,688.095
2027,27.0904
2028,536.19
2029,1286.77
2030,416.784
2031,1205.52
2032,376.976
2033,957.587
2034,325.818
2035,83.1495
2036,7.84749
2037,615.859
2038,324.288
2039,-23.3203
2040,1057.56
2041,420.602
2042,291.926
2043,116.041
2044,296.281
2045,1153.98
2046,320.831
2047,518.193
2048,925.124
2049,488.949
2050,337.068
2051,453.459
2052,294.371
2053,-230.675
2054,-189.287
2055,325.417
2056,636.229
2057,1035.16
2058,344.717
2059,426.329
2060,162.162
2061,470.368
